AC,1811.613
AC,4979.073
AC,3928.174
AC,3034.869
AC,1705.824
AC,8783.47
AC,1652.674
AC,27976.874
AC,5357.227
AC,5451.617
AC,10630.6
AC,8190.953
AC,1952.555
AC,6446.385
AC,8835.154
AC,3076.342
AC,6155.858
AC,2320.169
AC,23759.512
AC,20169.485
AC,5350.586
AC,2604.417
AL,468.229
AL,186.134
AL,345.655
AL,533.258
AL,131.364
AL,74.247
AL,315.87
AL,66.628
AL,334.136
AL,193.002
AL,168.048
AL,281.692
AL,94.357
AL,65.91
AL,312.726
AL,170.144
AL,602.778
AL,263.735
AL,101.853
AL,157.831
AL,88.759
AL,207.935
AL,39.608
AL,897.8
AL,278.879
AL,628.545
AL,141.621
AL,260.772
AL,175.906
AL,110.062
AL,333.756
AL,513.454
AL,265.312
AL,334.346
AL,426.538
AL,372.019
AL,148.992
AL,208.738
AL,85.356
AL,105.416
AL,334.265
AL,298.17
AL,88.793
AL,247.724
AL,83.621
AL,309.205
AL,509.32
AL,442.744
AL,334.165
AL,332.37
AL,340.98
AL,180.107
AL,91.741
AL,914.722
AL,238.113
AL,114.156
AL,167.462
AL,86.604
AL,418.028
AL,215.547
AL,191.656
AL,327.678
AL,117.006
AL,175.317
AL,196.56
AL,38.189
AL,450.99
AL,688.87
AL,254.719
AL,92.788
AL,251.29
AL,118.457
AL,688.452
AL,243.686
AL,259.614
AL,117.086
AL,403.995
AL,284.26
AL,313.231
AL,257.105
AL,235.852
AL,319.829
AL,293.816
AL,128.926
AL,28.857
AL,437.875
AL,232.169
AL,139.038
AL,256.603
AL,492.119
AL,397.257
AL,335.683
AL,76.731
AL,314.924
AL,41.268
AL,341.992
AL,124.617
AL,153.841
AL,299.221
AL,681.577
AL,420.376
AL,367.888
AM,5923.461
AM,4754.109
AM,2446.121
AM,6036.38
AM,54240.545
AM,76435.093
AM,7652.852
AM,122461.086
AM,5751.765
AM,8695.391
AM,17472.779
AM,2589.407
AM,21938.583
AM,44236.184
AM,9455.539
AM,33642.732
AM,25778.658
AM,6096.21
AM,2627.474
AM,57970.768
AM,18700.713
AM,14966.242
AM,7505.794
AM,12155.427
AM,7583.534
AM,33111.143
AM,12109.779
AM,2216.817
AM,8891.906
AM,25260.429
AM,4335.075
AM,55827.203
AM,19442.548
AM,69457.415
AM,68262.68
AM,7336.579
AM,3973.259
AM,11401.092
AM,48315.023
AM,16830.827
AM,39991.066
AM,14107.04
AM,5578.132
AM,37776.77
AM,41179.656
AM,5956.047
AM,41624.664
AM,25459.099
AM,5815.622
AM,62800.078
AM,12366.143
AM,109181.245
AM,19658.502
AM,10647.463
AM,3723.382
AM,3266.062
AM,84946.035
AM,23692.223
AM,6446.894
AM,10274.677
AM,27901.962
AM,2886.494
AP,7713.046
AP,8454.847
AP,9622.29
AP,14117.297
AP,2179.114
AP,4973.855
AP,1622.867
AP,30782.998
AP,6563.849
AP,13294.778
AP,23034.392
AP,4428.013
AP,4948.508
AP,1541.224
AP,6684.705
AP,2508.979
BA,538.677
BA,1604.923
BA,181.475
BA,629.099
BA,742.775
BA,735.249
BA,167.877
BA,707.835
BA,1477.929
BA,245.236
BA,431.655
BA,166.872
BA,822.373
BA,1899.683
BA,1590.316
BA,1362.386
BA,1530.05
BA,187.84
BA,319.745
BA,293.53
BA,345.284
BA,479.262
BA,150.83
BA,1489.803
BA,474.577
BA,1496.245
BA,368.947
BA,435.962
BA,174.012
BA,445.394
BA,3320.723
BA,967.514
BA,409.507
BA,11428.112
BA,1657.413
BA,765.936
BA,1586.629
BA,214.411
BA,8051.274
BA,414.51
BA,207.297
BA,201.585
BA,1939.447
BA,772.756
BA,553.762
BA,849.538
BA,2972.109
BA,4115.51
BA,467.813
BA,896.857
BA,791.276
BA,1426.233
BA,627.612
BA,518.566
BA,2247.208
BA,2370.486
BA,2207.612
BA,219.487
BA,4046.736
BA,512.436
BA,222.026
BA,394.894
BA,610.983
BA,540.908
BA,767.146
BA,2651.536
BA,643.66
BA,448.846
BA,458.311
BA,584.848
BA,785.421
BA,839.702
BA,2914.587
BA,7161.827
BA,460.388
BA,579.726
BA,1334.284
BA,447.578
BA,251.808
BA,433.642
BA,1169.814
BA,1351.891
BA,3565.377
BA,629.586
BA,464.776
BA,805.629
BA,2377.889
BA,293.456
BA,2525.906
BA,9647.072
BA,713.789
BA,702.504
BA,426.955
BA,716.261
BA,566.974
BA,3005.319
BA,819.969
BA,168.33
BA,274.5
BA,10140.572
BA,164.798
BA,284.836
BA,1015.252
BA,114.869
BA,931.106
BA,1348.039
BA,977.455
BA,378.42
BA,523.64
BA,2662.819
BA,797.434
BA,11504.314
BA,4282.775
BA,182.585
BA,636.609
BA,1052.837
BA,139.117
BA,5950.614
BA,413.637
BA,183.759
BA,689.516
BA,94.778
BA,179.329
BA,1890.133
BA,1187.766
BA,1299.355
BA,2025.368
BA,1425.97
BA,364.419
BA,1176.111
BA,1304.425
BA,579.686
BA,172.353
BA,321.013
BA,15634.328
BA,229.631
BA,384.592
BA,3817.946
BA,1566.609
BA,202.194
BA,106.848
BA,872.867
BA,1272.366
BA,2189.404
BA,313.438
BA,2342.497
BA,483.274
BA,230.953
BA,817.355
BA,1139.378
BA,1382.008
BA,954.373
BA,698.245
BA,472.694
BA,771.098
BA,318.129
BA,1834.002
BA,573.033
BA,1740.113
BA,138.016
BA,836.586
BA,591.312
BA,860.223
BA,1588.555
BA,1082.283
BA,372.565
BA,280.454
BA,3105.281
BA,1055.76
BA,459.047
BA,1708.115
BA,991.822
BA,267.88
BA,319.174
BA,924.914
BA,2386.39
BA,401.028
BA,726.265
BA,1331.822
BA,310.621
BA,810.993
BA,876.8
BA,4310.238
BA,1225.287
BA,270.752
BA,2360.584
BA,143.479
BA,1534.575
BA,533.634
BA,1394.174
BA,121.373
BA,453.144
BA,1013.074
BA,1651.158
BA,1557.685
BA,420.663
BA,344.093
BA,1674.029
BA,547.51
BA,322.243
BA,1650.593
BA,313.839
BA,1199.374
BA,415.428
BA,1525.141
BA,9955.113
BA,1332.42
BA,2192.905
BA,924.512
BA,2466.009
BA,863.424
BA,640.772
BA,2969.039
BA,4267.488
BA,238.602
BA,262.05
BA,913.258
BA,6721.237
BA,1457.656
BA,1355.173
BA,329.19
BA,589.763
BA,498.11
BA,912.222
BA,449.834
BA,624.353
BA,846.728
BA,382.937
BA,189.257
BA,642.882
BA,58.043
BA,1283.328
BA,856.626
BA,1952.51
BA,4036.094
BA,701.171
BA,1210.106
BA,2459.102
BA,2545.856
BA,32.201
BA,614.834
BA,588.297
BA,906.68
BA,1979.194
BA,550.55
BA,2201.764
BA,3129.588
BA,2413.27
BA,437.61
BA,848.885
BA,1099.283
BA,742.689
BA,605.168
BA,773.278
BA,1311.739
BA,1599.672
BA,420.358
BA,1751.778
BA,1172.86
BA,3034.197
BA,2093.872
BA,5744.969
BA,528.214
BA,2462.153
BA,1787.626
BA,646.621
BA,1491.99
BA,104.54
BA,3852.111
BA,86.311
BA,275.854
BA,278.629
BA,388.936
BA,465.407
BA,804.617
BA,346.784
BA,203.198
BA,475.381
BA,565.356
BA,966.993
BA,1316.379
BA,627.5
BA,278.487
BA,637.317
BA,3313.418
BA,156.982
BA,1544.988
BA,2560.027
BA,737.454
BA,1087.06
BA,2624.998
BA,442.186
BA,626.306
BA,1544.388
BA,596.771
BA,158.488
BA,889.572
BA,1825.857
BA,11597.923
BA,628.468
BA,495.845
BA,647.144
BA,193.427
BA,511.756
BA,980.328
BA,955.454
BA,769
BA,937.269
BA,314.932
BA,530.144
BA,2285.734
BA,1111.567
BA,1692.1
BA,232.064
BA,1208.549
BA,441.82
BA,2011.06
BA,1380.798
BA,366.387
BA,1090.552
BA,4573.505
BA,242.329
BA,5977.931
BA,1155.418
BA,3183.911
BA,644.229
BA,1252.144
BA,1363.7
BA,1115.252
BA,777.903
BA,656.223
BA,739.775
BA,2207.159
BA,1991.772
BA,150.569
BA,693.453
BA,347.021
BA,934.461
BA,1462.942
BA,284.083
BA,379.27
BA,1623.445
BA,824.473
BA,1984.91
BA,1909.353
BA,222.686
BA,6030.491
BA,719.257
BA,494.502
BA,261.74
BA,360.334
BA,15156.712
BA,289.963
BA,103.226
BA,1751.671
BA,222.407
BA,269.715
BA,1146.054
BA,294.768
BA,127.925
BA,362.365
BA,230.906
BA,536.678
BA,131.218
BA,949.223
BA,166.428
BA,509.098
BA,2402.17
BA,1984.511
BA,789.361
BA,2340.684
BA,11980.172
BA,1592.245
BA,595.297
BA,583.314
BA,322.022
BA,201.418
BA,1627.806
BA,684.089
BA,1355.972
BA,1026.634
BA,1437.189
BA,1277.514
BA,729.516
BA,243.839
BA,454.081
BA,714.691
BA,1165.622
BA,244.613
BA,351.892
BA,289.782
BA,193.241
BA,2010.316
BA,2198.237
BA,3060.116
BA,659.138
BA,181.102
BA,177.643
BA,545.298
BA,1775.633
BA,1126.733
BA,902.402
BA,510.098
BA,633.76
BA,1123.975
BA,394.877
BA,468.407
BA,206.478
BA,1225.892
BA,221.399
BA,297.537
BA,782.159
BA,3254.186
BA,522.37
BA,2920.579
BA,655.057
BA,5079.662
CE,180.833
CE,130.002
CE,842.471
CE,2254.279
CE,2438.563
CE,135.76
CE,72.675
CE,1345.701
CE,1175.044
CE,259.706
CE,543.98
CE,480.236
CE,1227.197
CE,643.988
CE,342.301
CE,1097.339
CE,119.758
CE,1068.437
CE,1155.124
CE,885.87
CE,145.556
CE,1080.986
CE,608.158
CE,260.003
CE,711.346
CE,385.583
CE,314.075
CE,1596.751
CE,842.106
CE,2835.037
CE,654.658
CE,1120.452
CE,1082.582
CE,3032.39
CE,226.549
CE,926.271
CE,755.597
CE,634.179
CE,1036.417
CE,363.22
CE,838.115
CE,488.153
CE,784.022
CE,1223.246
CE,729.97
CE,237.248
CE,815.268
CE,296.431
CE,750.332
CE,2981.459
CE,1138.15
CE,696.348
CE,335.921
CE,471.134
CE,362.906
CE,78.818
CE,530.54
CE,568.778
CE,312.353
CE,285.024
CE,210.284
CE,230.371
CE,258.942
CE,2663.174
CE,111.528
CE,155.681
CE,256.053
CE,624.606
CE,90.817
CE,926.587
CE,160.557
CE,879.255
CE,414.092
CE,423.856
CE,421.44
CE,1865.862
CE,992.208
CE,3222.381
CE,704.773
CE,276.508
CE,626.049
CE,1483.258
CE,839.174
CE,1466.412
CE,213.604
CE,153.686
CE,432.188
CE,1600.358
CE,593.231
CE,714.833
CE,829.626
CE,1826.826
CE,622.963
CE,1877.062
CE,854.362
CE,544.98
CE,368.359
CE,209.029
CE,258.788
CE,940.336
CE,945.263
CE,744.525
CE,997.781
CE,105.071
CE,583.505
CE,573.61
CE,303.445
CE,567.78
CE,1079.011
CE,151.651
CE,579.097
CE,502.137
CE,708.678
CE,613.317
CE,2115.748
CE,892.538
CE,2763.971
CE,414.446
CE,411.586
CE,192.19
CE,97.951
CE,282.584
CE,736.911
CE,947.44
CE,763.075
CE,577.526
CE,250.304
CE,133.236
CE,112.433
CE,88.355
CE,436.98
CE,128.896
CE,304.734
CE,289.231
CE,2313.868
CE,539.238
CE,1302.081
CE,150.536
CE,1379.836
CE,435.868
CE,74.033
CE,589.601
CE,244.464
CE,1310.771
CE,224.86
CE,343.264
CE,409.137
CE,1041.832
CE,2020.586
CE,605.345
CE,3324.987
CE,613.099
CE,247.989
CE,372.949
