Sigla,Município,Q1,Q2,Q3,Q4,Average Precipitation,,,,
SP,Echaporã,185.93,82.4,41.07,105.03,103.6075,,,,
SP,Eldorado,197.17,115.67,64.28,110.69,121.9525,,,,
SP,Elias Fausto,197.1,73.57,38.67,102.3,102.91,,,,
SP,Elisiário,217.07,79.97,21.8,99.13,104.4925,,,,
SP,Embaúba,225.37,83.8,19.6,101.37,107.535,,,,
SP,Embu,208.5,96.47,43.3,107.3,113.8925,,,,
SP,Embu-Guaçu,248.93,150.17,76.03,148.7,155.9575,,,,
SP,Emilianópolis,180.23,86.53,39.97,107.3,103.5075,,,,
SP,Engenheiro Coelho,220.77,81.8,27.53,104.57,108.6675,,,,
SP,Espírito Santo do Pinhal,255.23,100.77,30.67,124.4,127.7675,,,,
SP,Espírito Santo do Turvo,198.87,87.27,44.63,108.43,109.8,,,,
SP,Estrela d'Oeste,207.93,89.23,26.63,104.87,107.165,,,,
SP,Estrela do Norte,171.23,90.37,47.93,109.27,104.7,,,,
SP,Euclides da Cunha Paulista,167.73,96.53,51.83,127.6,110.9225,,,,
SP,Fartura,168.83,85.6,52.77,105.4,103.15,,,,
SP,Fernandópolis,208.03,89,26.23,105.6,107.215,,,,
SP,Fernando Prestes,221.67,80,19.5,101.6,105.6925,,,,
SP,Fernão,,,,,#DIV/0!,,,,
SP,Ferraz de Vasconcelos,243.87,132.67,60.27,142.4,144.8025,,,,
SP,Flora Rica,180.23,86.53,39.97,107.3,103.5075,,,,
SP,Floreal,195.5,79.83,25.7,98.03,99.765,,,,
SP,Flórida Paulista,182.93,87.57,37.93,106.7,103.7825,,,,
SP,Florínia,177.2,90.87,51.07,109.23,107.0925,,,,
SP,Franca,261.53,108.13,18.8,133.73,130.5475,,,,
SP,Francisco Morato,215.67,85.97,37.37,104.77,110.945,,,,
SP,Franco da Rocha,215.67,85.97,37.37,104.77,110.945,,,,
SP,Gabriel Monteiro,193.9,84.57,32.77,104.2,103.86,,,,
SP,Gália,202.6,87.33,36.73,101.77,107.1075,,,,
SP,Garça,203.73,85.5,38.4,103.03,107.665,,,,
SP,Gastão Vidigal,195.5,79.83,25.7,98.03,99.765,,,,
SP,Gavião Peixoto,,,,,#DIV/0!,,,,
SP,General Salgado,196.23,81.25,26.13,98.97,100.645,,,,
SP,Getulina,197.86,80.03,30.5,98.46,101.7125,,,,
SP,Glicério,196.43,79.5,27.33,96.83,100.0225,,,,
SP,Guaiçara,196.2,77.63,28.27,95.53,99.4075,,,,
SP,Guaimbê,196.57,78.1,31.97,98.43,101.2675,,,,
SP,Guaíra,238.08,93.98,16.17,115.94,116.0425,,,,
SP,Guapiaçu,225.87,83.5,21.17,100.07,107.6525,,,,
SP,Guapiara,189.8,102.23,63.57,109.23,116.2075,,,,
SP,Guará,258.83,99.13,14.23,123.57,123.94,,,,
SP,Guaraçaí,185.19,84.92,30.96,102.28,100.8375,,,,
SP,Guaraci,228.92,88.23,15.88,106.58,109.9025,,,,
SP,Guarani d'Oeste,218.93,95.4,25.23,108.7,112.065,,,,
SP,Guarantã,192.27,75.67,30.2,97.67,98.9525,,,,
SP,Guararapes,190.39,83.76,30.42,101.99,101.64,,,,
SP,Guararema,237.13,121.13,53.73,135.77,136.94,,,,
SP,Guaratinguetá,239.17,98.2,25.87,112.42,118.915,,,,
SP,Guareí,180.2,79,38.77,95.47,98.36,,,,
SP,Guariba,230.47,82.3,21.5,105.33,109.9,,,,
SP,Guarujá,313.6,248.13,115.2,202.63,219.89,,,,
SP,Guarulhos,232.7,107.43,41.5,114.37,124,,,,
SP,Guatapará,233.6,83.83,21.23,109.3,111.99,,,,
SP,Guzolândia,196.47,82.7,26.57,98.8,101.135,,,,
SP,Herculândia,191.33,82.53,36.6,104.73,103.7975,,,,
SP,Holambra,217.3,84.3,29.83,100.93,108.09,,,,
SP,Hortolândia,208.83,78.8,36.3,107.33,107.815,,,,
SP,Iacanga,197.53,78.13,28.17,93.47,99.325,,,,
SP,Iacri,192.5,85.37,35.53,106.5,104.975,,,,
SP,Iaras,198,82.8,41.5,103.93,106.5575,,,,
SP,Ibaté,225.93,86.7,27.6,112.5,113.1825,,,,
SP,Ibirá,209.37,76.43,21.77,96.53,101.025,,,,
SP,Ibirarema,179.2,83.9,45.37,105.9,103.5925,,,,
SP,Ibitinga,205.43,79.2,26.33,96.5,101.865,,,,
SP,Ibiúna,222.19,113.11,57.87,124.02,129.2975,,,,
SP,Icém,226.53,84.37,17.1,99.6,106.9,,,,
SP,Iepê,178.42,90.05,47.9,109.25,106.405,,,,
SP,Igaraçu do Tietê,210.8,80.63,36.03,102.97,107.6075,,,,
SP,Igarapava,262.88,103.6,12.57,123.65,125.675,,,,
SP,Igaratá,231.27,97.83,38.77,112.67,120.135,,,,
SP,Iguape,231.6,175.44,88.21,131.95,156.8,,,,
SP,Ilhabela,252.33,181.6,78.93,148.07,165.2325,,,,
SP,Ilha Comprida,236,195.67,97,135.73,166.1,,,,
SP,Ilha Solteira,197.13,89.05,27.32,103,104.125,,,,
SP,Indaiatuba,202.43,77.2,40.97,107.07,106.9175,,,,
SP,Indiana,183.57,89.43,45.07,112.57,107.66,,,,
SP,Indiaporã,223.6,97.37,23,110.33,113.575,,,,
SP,Inúbia Paulista,184.27,89.5,39.33,110.1,105.8,,,,
SP,Ipaussu,188.53,90.8,50.5,110.7,110.1325,,,,
SP,Iperó,192.53,80.8,38.37,96.3,102,,,,
SP,Ipeúna,226.2,85.37,27.77,109.43,112.1925,,,,
SP,Ipiguá,,,,,#DIV/0!,,,,
SP,Iporanga,191.66,111.88,67.52,113.49,121.1375,,,,
SP,Ipuã,253.1,97.2,15.37,120.87,121.635,,,,
SP,Iracemápolis,215.8,81.53,28.2,105.5,107.7575,,,,
SP,Irapuã,199.47,74.23,23.7,92.67,97.5175,,,,
SP,Irapuru,181.5,87.33,38.3,106.13,103.315,,,,
SP,Itaberá,168.59,80.53,56.36,105.49,102.7425,,,,
SP,Itaí,177.78,79.94,48.74,102.68,102.285,,,,
SP,Itajobi,212.03,77.48,23.93,98.43,102.9675,,,,
SP,Itaju,207.9,78.8,25.63,99.53,102.965,,,,
SP,Itanhaém,282.2,199.38,96.07,175.85,188.375,,,,
SP,Itaóca,182.77,103.4,69.17,114.27,117.4025,,,,
SP,Itapecerica da Serra,221.9,117.1,57.6,123.83,130.1075,,,,
SP,Itapetininga,176.74,80.11,43.39,98.37,99.6525,,,,
SP,Itapeva,178.38,88.33,58.75,106.59,108.0125,,,,
SP,Itapevi,211.6,92.73,45.67,110.7,115.175,,,,
SP,Itapira,249.77,96.03,31.07,116.23,123.275,,,,
SP,Itapirapuã Paulista,178.95,97.72,71,116.58,116.0625,,,,
SP,Itápolis,214.61,80.03,24.37,99.78,104.6975,,,,
SP,Itaporanga,162.53,80.85,55.33,103.22,100.4825,,,,
SP,Itapuí,200,74.5,29.3,97.7,100.375,,,,
SP,Itapura,193.77,89,27.43,103.8,103.5,,,,
SP,Itaquaquecetuba,232.7,107.43,41.5,114.37,124,,,,
SP,Itararé,176.47,85.98,62.43,111.25,109.0325,,,,
SP,Itariri,248.4,179.17,89.13,144.83,165.3825,,,,
SP,Itatiba,224.13,87.5,37.47,109.4,114.625,,,,
SP,Itatinga,198.82,84.73,42.73,102.16,107.11,,,,
SP,Itirapina,229.33,86.25,30.12,113.1,114.7,,,,
SP,Itirapuã,259.67,107.63,18.8,133.1,129.8,,,,
SP,Itobi,245.3,96.37,24.9,122.33,122.225,,,,
SP,Itu,196.47,75.9,44.6,104.45,105.355,,,,
SP,Itupeva,206.47,80.83,36.17,105.23,107.175,,,,
SP,Ituverava,259.73,101.2,13.55,124.23,124.6775,,,,
SP,Jaborandi,232.33,87.07,17.5,106.43,110.8325,,,,
SP,Jaboticabal,233.08,87.47,19.89,107.87,112.0775,,,,
SP,Jacareí,212.9,91.1,32.7,102.43,109.7825,,,,
SP,Jaci,202.5,78.1,21.63,94.97,99.3,,,,
SP,Jacupiranga,226.95,156.65,78.18,129.13,147.7275,,,,
SP,Jaguariúna,212.77,81.1,33.2,105.77,108.21,,,,
SP,Jales,208.37,89.73,26.9,104.2,107.3,,,,
SP,Jambeiro,210.7,91.57,32.9,95.4,107.6425,,,,
SP,Jandira,208.5,96.47,43.3,107.3,113.8925,,,,
SP,Jardinópolis,253.22,93.83,18.4,121.35,121.7,,,,
SP,Jarinu,216.7,86.77,36.53,107.67,111.9175,,,,
SP,Jaú,209.77,81.07,31.63,103.73,106.55,,,,
SP,Jeriquara,263.23,106.47,14.63,129.9,128.5575,,,,
SP,Joanópolis,260.55,105.4,43.05,126.73,133.9325,,,,
SP,João Ramalho,182.71,87.97,43.13,110.07,105.97,,,,
SP,José Bonifácio,191.95,77.6,24.07,93.45,96.7675,,,,
SP,Júlio Mesquita,195.2,77.33,31.3,98.17,100.5,,,,
SP,Jumirim,,,,,#DIV/0!,,,,
SP,Jundiaí,213.33,84.02,36.38,105.08,109.7025,,,,
SP,Junqueirópolis,181.77,87.27,37.07,105.48,102.8975,,,,
SP,Juquiá,204.3,123.81,62.3,110.49,125.225,,,,
SP,Juquitiba,232.4,129.43,65,130.5,139.3325,,,,
SP,Lagoinha,238.9,102.53,34.97,115.43,122.9575,,,,
SP,Laranjal Paulista,191.67,74.55,31.28,91.8,97.325,,,,
SP,Lavínia,187.33,83.7,30.47,101.3,100.7,,,,
SP,Lavrinhas,288.43,110.3,27.57,138.37,141.1675,,,,
SP,Leme,224.3,78.77,25.88,110.22,109.7925,,,,
SP,Lençóis Paulista,204.84,82,38.57,103.79,107.3,,,,
SP,Limeira,215.17,80.27,28.3,102.42,106.54,,,,
SP,Lindóia,249.77,96.03,31.07,116.23,123.275,,,,
SP,Lins,196.98,77.3,28.17,95.53,99.495,,,,
SP,Lorena,235.63,98.7,25.17,109.93,117.3575,,,,
SP,Lourdes,191.97,77.73,26.67,97.3,98.4175,,,,
SP,Louveira,213.4,83.9,35.2,105.27,109.4425,,,,
SP,Lucélia,183.07,88.5,39.63,109.13,105.0825,,,,
SP,Lucianópolis,200.1,87.3,39.3,104.5,107.8,,,,
SP,Luís Antônio,237.87,88.72,22.47,116.3,116.34,,,,
SP,Luiziânia,196.03,83.03,33.2,103.43,103.9225,,,,
SP,Lupércio,201.13,86.83,40.93,105.5,108.5975,,,,
SP,Lutécia,183.4,83.3,40.3,105.9,103.225,,,,
SP,Macatuba,202,75.53,32.83,99.4,102.44,,,,
SP,Macaubal,192.77,77.73,25.7,96.4,98.15,,,,
SP,Macedônia,214.23,92.13,25.07,107.5,109.7325,,,,
SP,Magda,199.5,82.53,25.57,99.87,101.8675,,,,
SP,Mairinque,209.33,86.67,45.13,109.62,112.6875,,,,
SP,Mairiporã,220.5,90.37,38.6,107.57,114.26,,,,
SP,Manduri,187.6,85.77,47.17,105.87,106.6025,,,,
SP,Marabá Paulista,170.68,85.51,43.41,110.36,102.49,,,,
SP,Maracaí,175.23,87.83,47.3,106.1,104.115,,,,
SP,Marapoama,214.17,77.5,23.13,99.4,103.55,,,,
SP,Mariápolis,181.77,87.5,39.83,108.17,104.3175,,,,
SP,Marília,195.34,80.1,36.71,101.52,103.4175,,,,
SP,Marinópolis,201.7,86.57,26.97,100.53,103.9425,,,,
SP,Martinópolis,182.76,89.21,43.68,111.37,106.755,,,,
SP,Matão,229.03,84.02,23.28,104.22,110.1375,,,,
SP,Mauá,243.87,132.67,60.27,142.4,144.8025,,,,
SP,Mendonça,193.83,74.8,24.4,91.5,96.1325,,,,
SP,Meridiano,203.23,85.13,25.67,102,104.0075,,,,
SP,Mesópolis,225.03,99.2,26.17,108.4,114.7,,,,
SP,Miguelópolis,249,100.05,14.65,122.75,121.6125,,,,
SP,Mineiros do Tietê,215.97,79.43,32.7,103.77,107.9675,,,,
SP,Miracatu,220.56,140.4,70.27,124.34,138.8925,,,,
SP,Mira Estrela,224.23,96.9,21.53,110.4,113.265,,,,
SP,Mirandópolis,186.44,83.72,30.58,101.2,100.485,,,,
SP,Mirante do Paranapanema,170.14,88,45.87,110.8,103.7025,,,,
SP,Mirassol,202.5,78.1,21.63,94.97,99.3,,,,
SP,Mirassolândia,218.03,83.47,20.93,97.77,105.05,,,,
SP,Mococa,242.03,92.67,20.93,117.38,118.2525,,,,
SP,Moji das Cruzes,275.1,158.78,77.57,178.73,172.545,,,,
SP,Mogi Guaçu,231.17,85.44,26.23,110.19,113.2575,,,,
SP,Moji-Mirim,228.83,87.47,28.45,105.4,112.5375,,,,
SP,Mombuca,198.77,71.47,31.83,98.77,100.21,,,,
SP,Monções,192.77,77.73,25.7,96.4,98.15,,,,
SP,Mongaguá,318.6,237.4,113.7,211.33,220.2575,,,,
SP,Monte Alegre do Sul,241.97,90.17,36.73,113.67,120.635,,,,
SP,Monte Alto,227.3,86.07,20.03,104.27,109.4175,,,,
SP,Monte Aprazível,205.63,81.1,21.5,96.13,101.09,,,,
SP,Monte Azul Paulista,226.63,85.47,19.03,102.43,108.39,,,,
SP,Monte Castelo,181.3,87.63,33.37,105.43,101.9325,,,,
SP,Monteiro Lobato,293.07,119.1,42.03,138.73,148.2325,,,,
SP,Monte Mor,208.83,78.8,36.3,107.33,107.815,,,,
SP,Morro Agudo,247.6,90.3,16.86,111.1,116.465,,,,
SP,Morungaba,224.13,87.5,37.47,109.4,114.625,,,,
SP,Motuca,229.03,83.17,22.97,106.27,110.36,,,,
SP,Murutinga do Sul,184.13,86.27,31.03,103.7,101.2825,,,,
SP,Nantes,,,,,#DIV/0!,,,,
SP,Narandiba,174.5,90.83,48.47,109.53,105.8325,,,,
SP,Natividade da Serra,253.34,122.34,50.06,124.54,137.57,,,,
SP,Nazaré Paulista,227.13,97.27,40.27,111.77,119.11,,,,
SP,Neves Paulista,199.2,79.13,21.07,93.6,98.25,,,,
SP,Nhandeara,199.53,81.13,24.4,98.23,100.8225,,,,
SP,Nipoã,199.2,79.13,21.07,93.6,98.25,,,,
SP,Nova Aliança,195.73,75.33,22.57,91.9,96.3825,,,,
SP,Nova Campina,184.7,95.2,66.83,115.1,115.4575,,,,
SP,Nova Canaã Paulista,201.7,86.57,26.97,100.53,103.9425,,,,
SP,Nova Castilho,,,,,#DIV/0!,,,,
SP,Nova Europa,223,83.73,25.43,106.57,109.6825,,,,
SP,Nova Granada,225.82,84.18,19.3,97.32,106.655,,,,
SP,Nova Guataporanga,178.9,87.2,35.7,106.7,102.125,,,,
SP,Nova Independência,184.13,86.27,31.03,103.7,101.2825,,,,
SP,Novais,225.37,83.8,19.6,101.37,107.535,,,,
SP,Nova Luzitânia,191.97,77.73,26.67,97.3,98.4175,,,,
SP,Nova Odessa,212.67,79.1,31.37,102.7,106.46,,,,
SP,Novo Horizonte,205.79,77.89,26.82,96.16,101.665,,,,
SP,Nuporanga,258.6,101.13,17.63,128.5,126.465,,,,
SP,Ocauçu,197.93,84.4,41.47,105.13,107.2325,,,,
SP,Óleo,195.6,88.73,47.17,109.43,110.2325,,,,
SP,Olímpia,229.79,85.3,18.1,102.89,109.02,,,,
SP,Onda Verde,231.4,84.1,18.97,96.7,107.7925,,,,
SP,Oriente,192.97,77.03,34.4,99.83,101.0575,,,,
SP,Orindiúva,224.93,87.8,17.5,103.63,108.465,,,,
SP,Orlândia,262.7,98.7,17.87,127.27,126.635,,,,
SP,Osasco,209.8,86.03,36.77,99.2,107.95,,,,
SP,Oscar Bressane,186.67,79.67,37.4,102.43,101.5425,,,,
SP,Osvaldo Cruz,184.27,89.5,39.33,110.1,105.8,,,,
SP,Ourinhos,178.37,87.93,49.63,108.37,106.075,,,,
SP,Ouroeste,,,,,#DIV/0!,,,,
SP,Ouro Verde,177.75,86.13,36.47,106.32,101.6675,,,,
SP,Pacaembu,183.03,86.33,35.07,104.5,102.2325,,,,
SP,Palestina,222.59,87.11,18.82,102.22,107.685,,,,
SP,Palmares Paulista,221.13,83,21.1,100.77,106.5,,,,
SP,Palmeira d'Oeste,202.07,86.13,26.83,100.83,103.965,,,,
SP,Palmital,177.52,87.05,47.8,107.85,105.055,,,,
SP,Panorama,177.37,87.13,35.27,108.37,102.035,,,,
SP,Paraguaçu Paulista,178.49,86.97,44.27,108.34,104.5175,,,,
SP,Paraibuna,245.57,127.03,60.82,128.96,140.595,,,,
SP,Paraíso,223.63,83.67,19.47,101.77,107.135,,,,
SP,Paranapanema,187.71,79.87,43.96,101.32,103.215,,,,
SP,Paranapuã,214.47,93.07,26.43,106.2,110.0425,,,,
SP,Parapuã,183.43,88.93,40.87,110.63,105.965,,,,
SP,Pardinho,201.23,87.1,41.67,102.6,108.15,,,,
SP,Pariquera-Açu,227.73,164.87,79.43,127.17,149.8,,,,
SP,Parisi,210.47,88.33,24.23,104.6,106.9075,,,,
SP,Patrocínio Paulista,258.94,105.94,18.22,131.73,128.7075,,,,
SP,Paulicéia,180.47,88.63,33.7,107.5,102.575,,,,
SP,Paulínia,212.67,79.1,31.37,102.7,106.46,,,,
SP,Paulistânia,,,,,#DIV/0!,,,,
SP,Paulo de Faria,228.03,94.28,17.83,110.18,112.58,,,,
SP,Pederneiras,199.2,74.87,31.88,96.68,100.6575,,,,
SP,Pedra Bela,256.7,100.3,39.03,124.1,130.0325,,,,
SP,Pedranópolis,215.6,91.47,23.37,107,109.36,,,,
SP,Pedregulho,262.97,107.62,15.92,131.28,129.4475,,,,
SP,Pedreira,221.7,82.57,33.43,106.93,111.1575,,,,
SP,Pedrinhas Paulista,175.23,87.83,47.3,106.1,104.115,,,,
SP,Pedro de Toledo,240.88,162.73,80.58,139.75,155.985,,,,
SP,Penápolis,197.62,80.88,28.38,96.78,100.915,,,,
SP,Pereira Barreto,194.23,84.47,27.07,99.63,101.35,,,,
SP,Pereiras,188.8,74.47,32.33,93.23,97.2075,,,,
SP,Peruíbe,253.22,191.15,95.72,147.72,171.9525,,,,
SP,Piacatu,191.47,85.38,33.72,105.08,103.9125,,,,
SP,Piedade,218.91,111.73,59.59,127.31,129.385,,,,
SP,Pilar do Sul,196.92,98.12,52.65,113.62,115.3275,,,,
SP,Pindamonhangaba,262.28,107.63,37.13,127.83,133.7175,,,,
SP,Pindorama,216.63,79.47,22.17,99.7,104.4925,,,,
SP,Pinhalzinho,240.7,93.37,38.3,115.77,122.035,,,,
SP,Piquerobi,173.6,82.07,40.9,105.87,100.61,,,,
SP,Piquete,289.93,109.9,31.57,137.63,142.2575,,,,
SP,Piracaia,227.88,96.03,37.85,112.15,118.4775,,,,
SP,Piracicaba,210.6,79.7,29.51,101.63,105.36,,,,
SP,Piraju,181.33,84.94,47.71,104.97,104.7375,,,,
SP,Pirajuí,199.04,80,30.83,97.39,101.815,,,,
SP,Pirangi,223.63,83.67,19.47,101.77,107.135,,,,
SP,Pirapora do Bom Jesus,207.83,83.33,39.47,103.17,108.45,,,,
SP,Pirapozinho,173.78,89.88,47.65,109.8,105.2775,,,,
SP,Pirassununga,230.1,81.4,25.47,112.4,112.3425,,,,
SP,Piratininga,193.3,78.43,35.9,97.93,101.39,,,,
SP,Pitangueiras,235.15,88.82,17.85,106.08,111.975,,,,
SP,Planalto,196.13,79.27,23.17,94.97,98.385,,,,
SP,Platina,182.13,83.97,43.6,106.17,103.9675,,,,
SP,Poá,243.87,132.67,60.27,142.4,144.8025,,,,
SP,Poloni,201.3,81,22.87,96.67,100.46,,,,
SP,Pompéia,191.95,79.32,34.13,100.65,101.5125,,,,
SP,Pongaí,200.53,78.57,29.47,97.37,101.485,,,,
SP,Pontal,250.1,89.3,17.7,114.13,117.8075,,,,
SP,Pontalinda,202.23,85.77,26.6,101.37,103.9925,,,,
SP,Pontes Gestal,218.4,88.33,20.77,103.67,107.7925,,,,
SP,Populina,224.2,98.57,25.3,109.33,114.35,,,,
SP,Porangaba,190.63,78.27,34.3,94.13,99.3325,,,,
SP,Porto Feliz,186.17,74.9,35.8,93.97,97.71,,,,
SP,Porto Ferreira,239.8,86.97,23.7,117.57,117.01,,,,
SP,Potim,239.27,99.47,24.7,109.2,118.16,,,,
SP,Potirendaba,200.53,74.37,21.7,93.2,97.45,,,,
SP,Pracinha,,,,,#DIV/0!,,,,
SP,Pradópolis,233.6,83.83,21.23,109.3,111.99,,,,
SP,Praia Grande,318.6,237.4,113.7,211.33,220.2575,,,,
SP,Pratânia,,,,,#DIV/0!,,,,
SP,Presidente Alves,195.53,80.17,31.9,96.43,101.0075,,,,
SP,Presidente Bernardes,176.62,85.89,43.78,109.06,103.8375,,,,
SP,Presidente Epitácio,171.36,86.89,41.76,113.02,103.2575,,,,
SP,Presidente Prudente,183.4,89.07,45.93,112.97,107.8425,,,,
SP,Presidente Venceslau,172.98,82.53,39.29,106.21,100.2525,,,,
SP,Promissão,198.5,79.87,28.73,96.33,100.8575,,,,
SP,Quadra,,,,,#DIV/0!,,,,
SP,Quatá,181.65,86.6,42.5,108.78,104.8825,,,,
SP,Queiroz,197.77,81.23,31.2,100.07,102.5675,,,,
SP,Queluz,293.17,115.9,29,142.07,145.035,,,,
SP,Quintana,188.93,82.17,37.3,104.5,103.225,,,,
SP,Rafard,190.43,70.7,33.63,95.73,97.6225,,,,
SP,Rancharia,181.39,89.19,45.16,110.51,106.5625,,,,
SP,Redenção da Serra,236.07,103.93,41.5,109.57,122.7675,,,,
SP,Regente Feijó,182.73,90,46.6,112.63,107.99,,,,
SP,Reginópolis,195.63,78.37,28.93,93.4,99.0825,,,,
SP,Registro,209.53,129.65,67.5,112.69,129.8425,,,,
SP,Restinga,260.6,104.9,16.43,129.87,127.95,,,,
SP,Ribeira,177.4,98.67,69.2,113.63,114.725,,,,
SP,Ribeirão Bonito,222.01,83.7,27.87,109.26,110.71,,,,
SP,Ribeirão Branco,191.52,102.22,67.77,116.45,119.49,,,,
SP,Ribeirão Corrente,262,105.63,15.27,130,128.225,,,,
SP,Ribeirão do Sul,186.53,85.93,46.5,108.13,106.7725,,,,
SP,Ribeirão dos Índios,,,,,#DIV/0!,,,,
SP,Ribeirão Grande,194.3,108.67,65.77,113.4,120.535,,,,
SP,Ribeirão Pires,300.13,196.63,103.8,210.37,202.7325,,,,
SP,Ribeirão Preto,244.57,88.63,19.67,116,117.2175,,,,
SP,Riversul,167.33,81.6,59.17,106.93,103.7575,,,,
SP,Rifaina,260.67,104.9,14.4,126.4,126.5925,,,,
SP,Rincão,230.77,85.32,23.1,111.55,112.685,,,,
SP,Rinópolis,187.9,88.1,37.73,109.03,105.69,,,,
SP,Rio Claro,218.9,80.33,26.42,107.08,108.1825,,,,
SP,Rio das Pedras,210.43,77.57,31.1,104.2,105.825,,,,
SP,Rio Grande da Serra,300.13,196.63,103.8,210.37,202.7325,,,,
SP,Riolândia,221.67,91.4,20.03,107,110.025,,,,
SP,Rosana,171.53,102.43,55.47,141.47,117.725,,,,
SP,Roseira,227.77,94.57,25.7,106.87,113.7275,,,,
SP,Rubiácea,190.63,83.97,30.37,102.03,101.75,,,,
SP,Rubinéia,201.1,87.43,27.1,100.83,104.115,,,,
SP,Sabino,197.77,76.97,28.07,95.53,99.585,,,,
SP,Sagres,182.37,88.43,41.47,110.3,105.6425,,,,
SP,Sales,196.07,76.03,26.37,93.47,97.985,,,,
SP,Sales Oliveira,262.7,98.7,17.87,127.27,126.635,,,,
SP,Salesópolis,298.43,186.83,111.52,190.45,196.8075,,,,
SP,Salmourão,185.8,87.37,36.23,106.93,104.0825,,,,
SP,Saltinho,192.73,69.27,29.5,92.8,96.075,,,,
SP,Salto,199.03,76.77,46.43,107.13,107.34,,,,
SP,Salto de Pirapora,172.67,74.87,37.73,89.67,93.735,,,,
SP,Salto Grande,178.37,87.93,49.63,108.37,106.075,,,,
SP,Sandovalina,170.83,89.48,47.27,109.92,104.375,,,,
SP,Santa Adélia,216.63,79.47,22.17,99.7,104.4925,,,,
SP,Santa Albertina,215.3,93.87,26.83,105.47,110.3675,,,,
SP,Santa Bárbara d'Oeste,213.73,78.13,31,104.47,106.8325,,,,
SP,Santa Branca,223.43,111.1,49.37,118.43,125.5825,,,,
SP,Santa Clara d'Oeste,216,94.73,27.23,104.87,110.7075,,,,
SP,Santa Cruz da Conceição,222.67,78.93,27.17,109.67,109.61,,,,
SP,Santa Cruz da Esperança,,,,,#DIV/0!,,,,
SP,Santa Cruz das Palmeiras,231.37,83.27,22.23,111.35,112.055,,,,
SP,Santa Cruz do Rio Pardo,200.17,90.73,47.52,111.77,112.5475,,,,
SP,Santa Ernestina,232.23,86.3,22.03,105.47,111.5075,,,,
SP,Santa Fé do Sul,208.53,90.53,27.1,102.6,107.19,,,,
SP,Santa Gertrudes,214.47,80.47,25.57,105.2,106.4275,,,,
SP,Santa Isabel,230.43,102.17,40.67,114.6,121.9675,,,,
SP,Santa Lúcia,228.83,84.07,23.07,109.57,111.385,,,,
SP,Santa Maria da Serra,209.13,80.77,33.2,99.5,105.65,,,,
SP,Santa Mercedes,178.9,87.2,35.7,106.7,102.125,,,,
SP,Santana da Ponte Pensa,208.57,90.03,27.03,103.27,107.225,,,,
SP,Santana de Parnaíba,211.33,88.67,38.37,104.2,110.6425,,,,
SP,Santa Rita d'Oeste,216,94.73,27.23,104.87,110.7075,,,,
SP,Santa Rita do Passa Quatro,238.66,89.66,24.62,119.43,118.0925,,,,
SP,Santa Rosa de Viterbo,242.12,92.3,22.5,118.32,118.81,,,,
SP,Santa Salete,,,,,#DIV/0!,,,,
SP,Santo Anastácio,175.68,84.42,41.23,107.02,102.0875,,,,
SP,Santo André,300.13,196.63,103.8,210.37,202.7325,,,,
SP,Santo Antônio da Alegria,252.27,99.5,19,125.4,124.0425,,,,
SP,Santo Antônio de Posse,228.67,89.23,31,104.2,113.275,,,,
SP,Santo Antônio do Aracanguá,191.85,79.43,26.48,97.63,98.8475,,,,
SP,Santo Antônio do Jardim,252.93,104.07,30.27,126.67,128.485,,,,
SP,Santo Antônio do Pinhal,292.3,114.9,42.47,141.57,147.81,,,,
SP,Santo Expedito,181.1,87.23,42.7,109.8,105.2075,,,,
SP,Santópolis do Aguapeí,193.9,84.57,32.77,104.2,103.86,,,,
SP,Santos,366.17,254.67,149.53,277.47,261.96,,,,
SP,São Bento do Sapucaí,294.47,112.87,37.07,142.07,146.62,,,,
SP,São Bernardo do Campo,341.47,244.83,113.7,253.33,238.3325,,,,
SP,São Caetano do Sul,222.47,106.67,41.93,111.57,120.66,,,,
SP,São Carlos,230.71,89.94,28.31,116.78,116.435,,,,
SP,São Francisco,202.07,86.13,26.83,100.83,103.965,,,,
SP,São João da Boa Vista,236.03,94.63,26.37,116.63,118.415,,,,
SP,São João das Duas Pontes,202.3,85.23,26.17,101.63,103.8325,,,,
SP,São João de Iracema,198.07,82.47,26.13,99.73,101.6,,,,
SP,São João do Pau d'Alho,180.47,88.63,33.7,107.5,102.575,,,,
SP,São Joaquim da Barra,258.7,97.52,16.13,123.02,123.8425,,,,
SP,São José da Bela Vista,259.77,100.57,14.77,125.3,125.1025,,,,
SP,São José do Barreiro,275.77,115.5,33.63,134.9,139.95,,,,
SP,São José do Rio Pardo,241.77,92.1,23.23,120.43,119.3825,,,,
SP,São José do Rio Preto,217.67,82.17,22.57,100.37,105.695,,,,
SP,São José dos Campos,227.52,95.28,35.47,108.1,116.5925,,,,
SP,São Lourenço da Serra,248.93,150.17,76.03,148.7,155.9575,,,,
SP,São Luís do Paraitinga,256.7,121.77,47.93,128.57,138.7425,,,,
SP,São Manuel,213.33,83.77,38.13,104.8,110.0075,,,,
SP,São Miguel Arcanjo,185.34,93.79,50.66,104.7,108.6225,,,,
SP,São Paulo,239.07,126.96,57.03,133.64,139.175,,,,
SP,São Pedro,218.2,82.72,30.86,103.26,108.76,,,,
SP,São Pedro do Turvo,199.37,90.6,48.17,112.6,112.685,,,,
SP,São Roque,211.6,92.73,45.67,110.7,115.175,,,,
