Acre ,28.269
Alagoas ,13.186
Amapá,2.19
Amazonas ,6.661
Bahia ,13.827
Ceará ,22.756
Espírito Santo,18.879
Goiás,93.929
Maranhão,2.652
Mato Grosso ,7.16
Mato Grosso do Sul ,3.423
Minas Gerais ,58.177
Pará,4.496
Paraíba,5.625
Paraná,22.701
Pernambuco ,10.488
Piauí,7.657
Rio de Janeiro ,7.717
Rio Grande do Norte ,11.498
Rio Grande do Sul ,153
Rondônia,1.985
Roraima ,1.123
Santa Catarina ,134
São Paulo,226.866
Sergipe ,2.246
Tocantins ,3.652
